index,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Year
5144,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-14,172,Unhealthy,Ozone,13-247-0001,7,1990
5145,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-15,217,Very Unhealthy,Ozone,13-247-0001,10,1990
5146,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-16,201,Very Unhealthy,Ozone,13-247-0001,7,1990
5147,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-17,156,Unhealthy,Ozone,13-247-0001,7,1990
5148,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-18,174,Unhealthy,Ozone,13-089-0002,7,1990
5149,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-19,177,Unhealthy,Ozone,13-097-0002,7,1990
5150,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-20,182,Unhealthy,Ozone,13-223-0002,7,1990
5151,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-21,169,Unhealthy,Ozone,13-089-0002,10,1990
5152,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-22,97,Moderate,Ozone,13-097-0002,7,1990
5153,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-23,115,Unhealthy for Sensitive Groups,Ozone,13-247-0001,7,1990
5154,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-24,150,Unhealthy for Sensitive Groups,Ozone,13-121-0053,7,1990
5155,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-25,169,Unhealthy,Ozone,13-097-0002,7,1990
5156,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-26,154,Unhealthy,Ozone,13-223-0002,7,1990
5157,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-27,192,Unhealthy,Ozone,13-247-0001,8,1990
5158,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-28,244,Very Unhealthy,Ozone,13-247-0001,7,1990
5159,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-29,203,Very Unhealthy,Ozone,13-247-0001,7,1990
5160,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-30,105,Unhealthy for Sensitive Groups,Ozone,13-247-0001,7,1990
5161,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-08-31,54,Moderate,Ozone,13-223-0002,7,1990
5162,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-01,90,Moderate,Ozone,13-223-0002,7,1990
5163,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-02,112,Unhealthy for Sensitive Groups,Ozone,13-097-0002,9,1990
5164,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-03,122,Unhealthy for Sensitive Groups,Ozone,13-121-0053,7,1990
5165,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-04,185,Unhealthy,Ozone,13-223-0002,7,1990
5166,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-05,202,Very Unhealthy,Ozone,13-089-0002,7,1990
5167,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-06,224,Very Unhealthy,Ozone,13-247-0001,7,1990
5168,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-07,220,Very Unhealthy,Ozone,13-247-0001,9,1990
5169,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-08,202,Very Unhealthy,Ozone,13-247-0001,13,1990
5170,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-09,108,Unhealthy for Sensitive Groups,Ozone,13-223-0002,10,1990
5171,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-10,143,Unhealthy for Sensitive Groups,Ozone,13-089-0002,10,1990
5172,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-11,151,Unhealthy,Ozone,13-223-0002,10,1990
5173,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-12,112,Unhealthy for Sensitive Groups,Ozone,13-223-0002,10,1990
5174,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-13,74,Moderate,Ozone,13-247-0001,11,1990
5175,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-14,65,Moderate,SO2,13-121-0053,14,1990
5176,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-15,127,Unhealthy for Sensitive Groups,SO2,13-121-0048,11,1990
5177,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-16,102,Unhealthy for Sensitive Groups,SO2,13-121-0048,11,1990
5178,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-17,115,Unhealthy for Sensitive Groups,Ozone,13-089-0002,11,1990
5179,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-18,97,Moderate,Ozone,13-223-0002,11,1990
5180,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-19,140,Unhealthy for Sensitive Groups,Ozone,13-247-0001,11,1990
5181,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-20,150,Unhealthy for Sensitive Groups,Ozone,13-247-0001,14,1990
5182,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-21,147,Unhealthy for Sensitive Groups,Ozone,13-247-0001,11,1990
5183,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-22,101,Unhealthy for Sensitive Groups,SO2,13-121-0053,11,1990
5184,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-23,43,Good,Ozone,13-247-0001,11,1990
5185,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-24,94,Moderate,SO2,13-121-0053,10,1990
5186,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-25,84,Moderate,Ozone,13-097-0002,10,1990
5187,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-26,116,Unhealthy for Sensitive Groups,SO2,13-121-0048,14,1990
5188,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-27,147,Unhealthy for Sensitive Groups,Ozone,13-223-0002,11,1990
5189,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-28,90,Moderate,Ozone,13-223-0002,11,1990
5190,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-29,147,Unhealthy for Sensitive Groups,Ozone,13-223-0002,11,1990
5191,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-09-30,109,Unhealthy for Sensitive Groups,SO2,13-015-0002,11,1990
5192,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-01,101,Unhealthy for Sensitive Groups,SO2,13-121-0053,11,1990
5193,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-02,104,Unhealthy for Sensitive Groups,SO2,13-121-0048,14,1990
5194,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-03,58,Moderate,Ozone,13-223-0002,11,1990
5195,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-04,79,Moderate,SO2,13-121-0053,11,1990
5196,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-05,61,Moderate,Ozone,13-223-0002,11,1990
5197,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-06,108,Unhealthy for Sensitive Groups,Ozone,13-223-0002,11,1990
5198,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-07,44,Good,Ozone,13-223-0002,11,1990
5199,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-08,42,Good,NO2,13-121-0048,14,1990
5200,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-09,39,Good,Ozone,13-223-0002,11,1990
5201,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-10,27,Good,NO2,13-121-0048,11,1990
5202,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-11,38,Good,CO,13-121-0052,11,1990
5203,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-12,34,Good,CO,13-121-0052,11,1990
5204,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-13,114,Unhealthy for Sensitive Groups,SO2,13-121-0053,11,1990
5205,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-14,104,Unhealthy for Sensitive Groups,SO2,13-121-0053,14,1990
5206,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-15,119,Unhealthy for Sensitive Groups,SO2,13-121-0053,11,1990
5207,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-16,115,Unhealthy for Sensitive Groups,Ozone,13-223-0002,11,1990
5208,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-17,87,Moderate,Ozone,13-223-0002,10,1990
5209,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-18,70,Moderate,SO2,13-121-0048,10,1990
5210,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-19,50,Good,NO2,13-121-0048,9,1990
5211,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-20,50,Good,Ozone,13-085-0001,13,1990
5212,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-21,47,Good,Ozone,13-223-0002,11,1990
5213,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-22,31,Good,NO2,13-121-0048,11,1990
5214,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-23,44,Good,SO2,13-121-0053,11,1990
5215,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-24,92,Moderate,SO2,13-121-0048,11,1990
5216,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-25,50,Good,SO2,13-121-0053,11,1990
5217,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-26,36,Good,PM10,13-255-0002,12,1990
5218,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-27,48,Good,NO2,13-121-0048,11,1990
5219,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-28,51,Moderate,CO,13-121-0052,11,1990
5220,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-29,95,Moderate,SO2,13-015-0002,11,1990
5221,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-30,80,Moderate,SO2,13-015-0002,11,1990
5222,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-10-31,140,Unhealthy for Sensitive Groups,SO2,13-121-0048,11,1990
5223,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-01,71,Moderate,Ozone,13-247-0001,13,1990
5224,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-02,101,Unhealthy for Sensitive Groups,Ozone,13-085-0001,11,1990
5225,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-03,61,Moderate,Ozone,13-223-0002,11,1990
5226,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-04,47,Good,Ozone,13-223-0002,11,1990
5227,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-05,95,Moderate,SO2,13-121-0053,11,1990
5228,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-06,162,Unhealthy,SO2,13-121-0048,11,1990
5229,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-07,118,Unhealthy for Sensitive Groups,SO2,13-121-0053,14,1990
5230,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-08,31,Good,Ozone,13-247-0001,11,1990
5231,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-09,26,Good,Ozone,13-223-0002,11,1990
5232,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-10,49,Good,SO2,13-121-0053,11,1990
5233,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-11,110,Unhealthy for Sensitive Groups,SO2,13-121-0048,11,1990
5234,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-12,104,Unhealthy for Sensitive Groups,SO2,13-121-0053,11,1990
5235,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-13,67,Moderate,PM10,13-089-2001,13,1990
5236,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-14,55,Moderate,NO2,13-121-0048,11,1990
5237,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-15,105,Unhealthy for Sensitive Groups,SO2,13-015-0002,11,1990
5238,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-16,103,Unhealthy for Sensitive Groups,SO2,13-121-0048,11,1990
5239,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-17,70,Moderate,SO2,13-015-0002,11,1990
5240,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-18,52,Moderate,NO2,13-121-0048,11,1990
5241,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-19,84,Moderate,SO2,13-121-0053,14,1990
5242,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-20,71,Moderate,SO2,13-121-0048,11,1990
5243,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-21,66,Moderate,NO2,13-121-0048,11,1990
5244,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-22,71,Moderate,Ozone,13-223-0002,11,1990
5245,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-23,40,Good,Ozone,13-223-0002,11,1990
5246,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-24,69,Moderate,SO2,13-121-0053,10,1990
5247,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-25,47,Good,SO2,13-121-0053,13,1990
5248,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-26,74,Moderate,SO2,13-015-0002,10,1990
5249,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-27,49,Good,SO2,13-015-0002,11,1990
5250,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-28,60,Moderate,SO2,13-121-0053,11,1990
5251,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-29,52,Moderate,SO2,13-121-0053,11,1990
5252,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-11-30,49,Good,SO2,13-015-0002,11,1990
5253,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-01,36,Good,NO2,13-121-0048,9,1990
5254,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-02,30,Good,NO2,13-121-0048,7,1990
5255,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-03,47,Good,NO2,13-089-0002,7,1990
5256,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-04,72,Moderate,SO2,13-121-0048,6,1990
5257,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-05,107,Unhealthy for Sensitive Groups,SO2,13-121-0053,4,1990
5258,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-06,110,Unhealthy for Sensitive Groups,SO2,13-121-0053,6,1990
5259,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-07,69,Moderate,SO2,13-121-0053,9,1990
5260,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-08,69,Moderate,SO2,13-121-0053,6,1990
5261,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-09,72,Moderate,SO2,13-121-0053,6,1990
5262,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-10,80,Moderate,SO2,13-121-0053,6,1990
5263,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-11,95,Moderate,SO2,13-121-0048,6,1990
5264,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-12,74,Moderate,NO2,13-121-0048,6,1990
5265,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-13,55,Moderate,CO,13-089-1002,9,1990
5266,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-14,41,Good,CO,13-121-0052,6,1990
5267,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-15,31,Good,CO,13-121-0052,6,1990
5268,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-16,104,Unhealthy for Sensitive Groups,SO2,13-121-0053,6,1990
5269,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-17,32,Good,NO2,13-121-0048,5,1990
5270,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-18,67,Moderate,SO2,13-121-0053,6,1990
5271,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-19,42,Good,NO2,13-121-0048,8,1990
5272,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-20,24,Good,CO,13-121-0052,6,1990
5273,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-21,18,Good,NO2,13-121-0048,6,1990
5274,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-22,20,Good,NO2,13-121-0048,6,1990
5275,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-23,15,Good,CO,13-121-0054,6,1990
5276,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-24,37,Good,SO2,13-121-0048,5,1990
5277,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-25,101,Unhealthy for Sensitive Groups,SO2,13-121-0048,5,1990
5278,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-26,52,Moderate,SO2,13-121-0053,5,1990
5279,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-27,23,Good,NO2,13-121-0048,5,1990
5280,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-28,19,Good,NO2,13-121-0048,5,1990
5281,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-29,17,Good,NO2,13-121-0048,5,1990
5282,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-30,20,Good,NO2,13-121-0048,5,1990
5283,"Atlanta-Sandy Springs-Roswell, GA",12060,1990-12-31,36,Good,SO2,13-121-0053,9,1990
6379,"Austin-Round Rock, TX",12420,1990-01-01,28,Good,NO2,48-453-0017,2,1990
6380,"Austin-Round Rock, TX",12420,1990-01-02,28,Good,NO2,48-453-0017,2,1990
6381,"Austin-Round Rock, TX",12420,1990-01-03,26,Good,Ozone,48-453-0014,2,1990
6382,"Austin-Round Rock, TX",12420,1990-01-04,28,Good,NO2,48-453-0017,3,1990
6383,"Austin-Round Rock, TX",12420,1990-01-05,28,Good,NO2,48-453-0017,5,1990
6384,"Austin-Round Rock, TX",12420,1990-01-06,19,Good,NO2,48-453-0017,3,1990
6385,"Austin-Round Rock, TX",12420,1990-01-07,37,Good,Ozone,48-453-0003,3,1990
6386,"Austin-Round Rock, TX",12420,1990-01-08,49,Good,CO,48-453-0017,2,1990
6387,"Austin-Round Rock, TX",12420,1990-01-09,57,Moderate,NO2,48-453-0017,3,1990
6388,"Austin-Round Rock, TX",12420,1990-01-10,47,Good,NO2,48-453-0017,3,1990
6389,"Austin-Round Rock, TX",12420,1990-01-11,57,Moderate,NO2,48-453-0017,5,1990
6390,"Austin-Round Rock, TX",12420,1990-01-12,38,Good,NO2,48-453-0017,3,1990
6391,"Austin-Round Rock, TX",12420,1990-01-13,38,Good,NO2,48-453-0017,3,1990
6392,"Austin-Round Rock, TX",12420,1990-01-14,29,Good,Ozone,48-453-0014,3,1990
6393,"Austin-Round Rock, TX",12420,1990-01-15,28,Good,NO2,48-453-0017,2,1990
6394,"Austin-Round Rock, TX",12420,1990-01-16,25,Good,Ozone,48-453-0014,3,1990
6395,"Austin-Round Rock, TX",12420,1990-01-17,16,Good,PM10,48-453-0016,4,1990
6396,"Austin-Round Rock, TX",12420,1990-01-18,19,Good,NO2,48-453-0017,2,1990
6397,"Austin-Round Rock, TX",12420,1990-01-19,19,Good,Ozone,48-453-0017,3,1990
6398,"Austin-Round Rock, TX",12420,1990-01-20,38,Good,NO2,48-453-0017,3,1990
6399,"Austin-Round Rock, TX",12420,1990-01-21,42,Good,Ozone,48-453-0003,3,1990
6400,"Austin-Round Rock, TX",12420,1990-01-22,47,Good,NO2,48-453-0017,3,1990
6401,"Austin-Round Rock, TX",12420,1990-01-23,47,Good,NO2,48-453-0017,5,1990
6402,"Austin-Round Rock, TX",12420,1990-01-24,47,Good,NO2,48-453-0017,3,1990
6403,"Austin-Round Rock, TX",12420,1990-01-25,38,Good,NO2,48-453-0017,3,1990
6404,"Austin-Round Rock, TX",12420,1990-01-26,37,Good,Ozone,48-453-0003,2,1990
6405,"Austin-Round Rock, TX",12420,1990-01-27,37,Good,Ozone,48-453-0003,2,1990
6406,"Austin-Round Rock, TX",12420,1990-01-28,19,Good,Ozone,48-453-0003,2,1990
6407,"Austin-Round Rock, TX",12420,1990-01-29,32,Good,Ozone,48-453-0003,4,1990
6408,"Austin-Round Rock, TX",12420,1990-01-30,47,Good,NO2,48-453-0017,3,1990
6409,"Austin-Round Rock, TX",12420,1990-01-31,47,Good,NO2,48-453-0017,3,1990
6410,"Austin-Round Rock, TX",12420,1990-02-01,38,Good,NO2,48-453-0017,2,1990
6411,"Austin-Round Rock, TX",12420,1990-02-02,68,Moderate,NO2,48-453-0017,3,1990
6412,"Austin-Round Rock, TX",12420,1990-02-03,51,Moderate,CO,48-453-0017,3,1990
6413,"Austin-Round Rock, TX",12420,1990-02-04,38,Good,NO2,48-453-0017,5,1990
6414,"Austin-Round Rock, TX",12420,1990-02-05,40,Good,Ozone,48-453-0003,3,1990
6415,"Austin-Round Rock, TX",12420,1990-02-06,47,Good,NO2,48-453-0017,3,1990
6416,"Austin-Round Rock, TX",12420,1990-02-07,49,Good,Ozone,48-453-0003,3,1990
6417,"Austin-Round Rock, TX",12420,1990-02-08,35,Good,Ozone,48-453-0003,3,1990
6418,"Austin-Round Rock, TX",12420,1990-02-09,28,Good,NO2,48-453-0017,3,1990
6419,"Austin-Round Rock, TX",12420,1990-02-10,38,Good,NO2,48-453-0017,5,1990
6420,"Austin-Round Rock, TX",12420,1990-02-11,43,Good,Ozone,48-453-0003,3,1990
6421,"Austin-Round Rock, TX",12420,1990-02-12,42,Good,Ozone,48-453-0003,3,1990
6422,"Austin-Round Rock, TX",12420,1990-02-13,38,Good,NO2,48-453-0017,3,1990
6423,"Austin-Round Rock, TX",12420,1990-02-14,26,Good,Ozone,48-453-0003,3,1990
6424,"Austin-Round Rock, TX",12420,1990-02-15,19,Good,NO2,48-453-0017,3,1990
6425,"Austin-Round Rock, TX",12420,1990-02-16,43,Good,Ozone,48-453-0003,5,1990
6426,"Austin-Round Rock, TX",12420,1990-02-17,28,Good,NO2,48-453-0017,3,1990
6427,"Austin-Round Rock, TX",12420,1990-02-18,28,Good,NO2,48-453-0017,3,1990
6428,"Austin-Round Rock, TX",12420,1990-02-19,28,Good,NO2,48-453-0017,3,1990
6429,"Austin-Round Rock, TX",12420,1990-02-20,28,Good,Ozone,48-453-0017,3,1990
6430,"Austin-Round Rock, TX",12420,1990-02-21,33,Good,Ozone,48-453-0017,3,1990
6431,"Austin-Round Rock, TX",12420,1990-02-22,38,Good,NO2,48-453-0017,5,1990
6432,"Austin-Round Rock, TX",12420,1990-02-23,38,Good,NO2,48-453-0017,3,1990
6433,"Austin-Round Rock, TX",12420,1990-02-24,57,Moderate,NO2,48-453-0017,3,1990
6434,"Austin-Round Rock, TX",12420,1990-02-25,39,Good,Ozone,48-453-0014,3,1990
6435,"Austin-Round Rock, TX",12420,1990-02-26,38,Good,NO2,48-453-0017,3,1990
6436,"Austin-Round Rock, TX",12420,1990-02-27,31,Good,Ozone,48-453-0003,3,1990
6437,"Austin-Round Rock, TX",12420,1990-02-28,28,Good,Ozone,48-453-0017,5,1990
6438,"Austin-Round Rock, TX",12420,1990-03-01,28,Good,NO2,48-453-0017,3,1990
6439,"Austin-Round Rock, TX",12420,1990-03-02,38,Good,NO2,48-453-0017,3,1990
6440,"Austin-Round Rock, TX",12420,1990-03-03,57,Moderate,NO2,48-453-0017,3,1990
6441,"Austin-Round Rock, TX",12420,1990-03-04,47,Good,Ozone,48-453-0014,3,1990
6442,"Austin-Round Rock, TX",12420,1990-03-05,43,Good,Ozone,48-453-0003,3,1990
6443,"Austin-Round Rock, TX",12420,1990-03-06,40,Good,Ozone,48-453-0003,5,1990
6444,"Austin-Round Rock, TX",12420,1990-03-07,28,Good,NO2,48-453-0017,3,1990
6445,"Austin-Round Rock, TX",12420,1990-03-08,38,Good,NO2,48-453-0017,3,1990
6446,"Austin-Round Rock, TX",12420,1990-03-09,31,Good,CO,48-453-0017,3,1990
6447,"Austin-Round Rock, TX",12420,1990-03-10,23,Good,Ozone,48-453-0014,3,1990
6448,"Austin-Round Rock, TX",12420,1990-03-11,19,Good,Ozone,48-453-0017,3,1990
6449,"Austin-Round Rock, TX",12420,1990-03-12,24,Good,Ozone,48-453-0003,5,1990
6450,"Austin-Round Rock, TX",12420,1990-03-13,21,Good,Ozone,48-453-0003,3,1990
6451,"Austin-Round Rock, TX",12420,1990-03-14,38,Good,Ozone,48-453-0014,2,1990
6452,"Austin-Round Rock, TX",12420,1990-03-15,40,Good,Ozone,48-453-0014,3,1990
6453,"Austin-Round Rock, TX",12420,1990-03-16,48,Good,Ozone,48-453-0014,3,1990
6454,"Austin-Round Rock, TX",12420,1990-03-17,58,Moderate,Ozone,48-453-0014,3,1990
6455,"Austin-Round Rock, TX",12420,1990-03-18,67,Moderate,Ozone,48-453-0014,5,1990
6456,"Austin-Round Rock, TX",12420,1990-03-19,46,Good,Ozone,48-453-0014,3,1990
6457,"Austin-Round Rock, TX",12420,1990-03-20,57,Moderate,NO2,48-453-0017,3,1990
6458,"Austin-Round Rock, TX",12420,1990-03-21,58,Moderate,Ozone,48-453-0014,3,1990
6459,"Austin-Round Rock, TX",12420,1990-03-22,42,Good,Ozone,48-453-0014,3,1990
6460,"Austin-Round Rock, TX",12420,1990-03-23,35,Good,Ozone,48-453-0003,3,1990
6461,"Austin-Round Rock, TX",12420,1990-03-24,28,Good,NO2,48-453-0017,5,1990
6462,"Austin-Round Rock, TX",12420,1990-03-25,19,Good,Ozone,48-453-0003,3,1990
6463,"Austin-Round Rock, TX",12420,1990-03-26,14,Good,Ozone,48-453-0003,2,1990
6464,"Austin-Round Rock, TX",12420,1990-03-27,29,Good,Ozone,48-453-0003,3,1990
6465,"Austin-Round Rock, TX",12420,1990-03-28,32,Good,Ozone,48-453-0014,3,1990
6466,"Austin-Round Rock, TX",12420,1990-03-29,18,Good,CO,48-453-0017,3,1990
6467,"Austin-Round Rock, TX",12420,1990-03-30,38,Good,NO2,48-453-0017,5,1990
6468,"Austin-Round Rock, TX",12420,1990-03-31,38,Good,NO2,48-453-0017,3,1990
6469,"Austin-Round Rock, TX",12420,1990-04-01,33,Good,Ozone,48-453-0014,3,1990
6470,"Austin-Round Rock, TX",12420,1990-04-02,46,Good,Ozone,48-453-0014,3,1990
6471,"Austin-Round Rock, TX",12420,1990-04-03,51,Moderate,Ozone,48-453-0003,3,1990
6472,"Austin-Round Rock, TX",12420,1990-04-04,105,Unhealthy for Sensitive Groups,Ozone,48-453-0014,2,1990
6473,"Austin-Round Rock, TX",12420,1990-04-05,37,Good,Ozone,48-453-0014,5,1990
6474,"Austin-Round Rock, TX",12420,1990-04-06,38,Good,NO2,48-453-0017,3,1990
6475,"Austin-Round Rock, TX",12420,1990-04-07,43,Good,Ozone,48-453-0014,3,1990
6476,"Austin-Round Rock, TX",12420,1990-04-08,38,Good,Ozone,48-453-0014,3,1990
6477,"Austin-Round Rock, TX",12420,1990-04-09,28,Good,Ozone,48-453-0017,3,1990
6478,"Austin-Round Rock, TX",12420,1990-04-10,30,Good,Ozone,48-453-0003,3,1990
6479,"Austin-Round Rock, TX",12420,1990-04-11,38,Good,Ozone,48-453-0003,5,1990
6480,"Austin-Round Rock, TX",12420,1990-04-12,44,Good,Ozone,48-453-0014,3,1990
6481,"Austin-Round Rock, TX",12420,1990-04-13,33,Good,Ozone,48-453-0003,3,1990
6482,"Austin-Round Rock, TX",12420,1990-04-14,47,Good,NO2,48-453-0017,3,1990
6483,"Austin-Round Rock, TX",12420,1990-04-15,33,Good,Ozone,48-453-0003,3,1990
6484,"Austin-Round Rock, TX",12420,1990-04-16,29,Good,Ozone,48-453-0014,3,1990
6485,"Austin-Round Rock, TX",12420,1990-04-17,28,Good,Ozone,48-453-0017,5,1990
