index,CBSA,CBSA Code,Date,AQI,Category,Defining Parameter,Defining Site,Number of Sites Reporting,Year
37257,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-03,41,Good,PM2.5,48-439-3011,23,2012
37258,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-04,31,Good,Ozone,48-367-0081,20,2012
37259,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-05,46,Good,PM2.5,48-113-0069,20,2012
37260,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-06,56,Moderate,PM2.5,48-113-0069,21,2012
37261,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-07,59,Moderate,PM2.5,48-113-0069,20,2012
37262,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-08,58,Moderate,PM2.5,48-113-0069,20,2012
37263,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-09,67,Moderate,PM2.5,48-439-1006,23,2012
37264,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-10,55,Moderate,PM2.5,48-113-0069,20,2012
37265,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-11,36,Good,PM2.5,48-113-0069,20,2012
37266,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-12,31,Good,Ozone,48-397-0001,21,2012
37267,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-13,45,Good,PM2.5,48-113-0069,20,2012
37268,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-14,51,Moderate,PM2.5,48-113-0069,20,2012
37269,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-15,56,Moderate,PM2.5,48-113-0069,23,2012
37270,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-16,53,Moderate,PM2.5,48-113-0069,20,2012
37271,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-17,53,Moderate,PM2.5,48-113-0069,20,2012
37272,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-18,43,Good,PM2.5,48-439-1002,21,2012
37273,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-19,59,Moderate,PM2.5,48-113-0069,20,2012
37274,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-20,58,Moderate,PM2.5,48-113-0069,20,2012
37275,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-21,61,Moderate,PM2.5,48-139-0016,22,2012
37276,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-22,43,Good,NO2,48-113-0075,19,2012
37277,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-23,36,Good,Ozone,48-367-0081,19,2012
37278,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-24,40,Good,NO2,48-367-0081,21,2012
37279,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-25,46,Good,Ozone,48-367-0081,20,2012
37280,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-26,44,Good,Ozone,48-397-0001,20,2012
37281,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-27,42,Good,PM2.5,48-113-0069,22,2012
37282,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-28,53,Moderate,PM2.5,48-439-3011,19,2012
37283,"Dallas-Fort Worth-Arlington, TX",19100,2012-02-29,54,Moderate,Ozone,48-367-0081,20,2012
37284,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-01,58,Moderate,PM2.5,48-113-0050,19,2012
37285,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-02,47,Good,PM2.5,48-113-0069,18,2012
37286,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-03,44,Good,Ozone,48-367-0081,20,2012
37287,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-04,47,Good,Ozone,48-367-0081,22,2012
37288,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-05,50,Good,Ozone,48-367-0081,19,2012
37289,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-06,44,Good,Ozone,48-367-0081,19,2012
37290,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-07,45,Good,PM2.5,48-439-3011,20,2012
37291,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-08,30,Good,Ozone,48-367-0081,18,2012
37292,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-09,33,Good,Ozone,48-439-3009,20,2012
37293,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-10,38,Good,PM2.5,48-113-0069,23,2012
37294,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-11,29,Good,Ozone,48-367-0081,20,2012
37295,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-12,44,Good,Ozone,48-367-0081,19,2012
37296,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-13,46,Good,PM2.5,48-113-0050,21,2012
37297,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-14,44,Good,PM2.5,48-257-0005,19,2012
37298,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-15,39,Good,PM2.5,48-257-0005,19,2012
37299,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-16,37,Good,PM2.5,48-257-0005,23,2012
37300,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-17,31,Good,Ozone,48-439-3009,20,2012
37301,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-18,40,Good,PM2.5,48-257-0005,20,2012
37302,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-19,49,Good,PM2.5,48-439-1006,21,2012
37303,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-20,44,Good,Ozone,48-397-0001,19,2012
37304,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-21,46,Good,Ozone,48-231-1006,20,2012
37305,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-22,44,Good,Ozone,48-257-0005,23,2012
37306,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-23,84,Moderate,Ozone,48-251-0003,20,2012
37307,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-24,147,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
37308,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-25,140,Unhealthy for Sensitive Groups,Ozone,48-439-3009,21,2012
37309,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-26,101,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
37310,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-27,64,Moderate,Ozone,48-439-3009,20,2012
37311,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-28,53,Moderate,PM2.5,48-257-0005,23,2012
37312,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-29,50,Good,PM2.5,48-113-0069,19,2012
37313,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-30,57,Moderate,PM2.5,48-113-0069,20,2012
37314,"Dallas-Fort Worth-Arlington, TX",19100,2012-03-31,56,Moderate,PM2.5,48-257-0005,21,2012
37315,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-01,56,Moderate,PM2.5,48-139-1044,20,2012
37316,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-02,57,Moderate,PM2.5,48-113-0069,20,2012
37317,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-03,55,Moderate,PM2.5,48-113-0069,23,2012
37318,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-04,44,Good,Ozone,48-397-0001,20,2012
37319,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-05,49,Good,Ozone,48-139-0016,20,2012
37320,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-06,74,Moderate,Ozone,48-439-3009,21,2012
37321,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-07,90,Moderate,Ozone,48-085-0005,20,2012
37322,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-08,64,Moderate,PM2.5,48-113-0069,20,2012
37323,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-09,70,Moderate,PM2.5,48-439-1006,23,2012
37324,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-10,105,Unhealthy for Sensitive Groups,Ozone,48-397-0001,20,2012
37325,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-11,74,Moderate,Ozone,48-439-3009,20,2012
37326,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-12,63,Moderate,PM2.5,48-257-0005,21,2012
37327,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-13,54,Moderate,PM2.5,48-439-3011,20,2012
37328,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-14,54,Moderate,PM2.5,48-439-3011,20,2012
37329,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-15,58,Moderate,Ozone,48-367-0081,23,2012
37330,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-16,50,Good,Ozone,48-367-0081,20,2012
37331,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-17,87,Moderate,Ozone,48-221-0001,20,2012
37332,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-18,80,Moderate,Ozone,48-121-0034,21,2012
37333,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-19,112,Unhealthy for Sensitive Groups,Ozone,48-121-0034,19,2012
37334,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-20,41,Good,Ozone,48-113-0075,20,2012
37335,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-21,58,Moderate,Ozone,48-251-0003,23,2012
37336,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-22,58,Moderate,Ozone,48-139-1044,20,2012
37337,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-23,77,Moderate,Ozone,48-221-0001,20,2012
37338,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-24,115,Unhealthy for Sensitive Groups,Ozone,48-121-1032,21,2012
37339,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-25,64,Moderate,Ozone,48-121-1032,19,2012
37340,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-26,51,Moderate,Ozone,48-367-0081,20,2012
37341,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-27,54,Moderate,Ozone,48-121-0034,23,2012
37342,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-28,63,Moderate,PM2.5,48-439-3011,19,2012
37343,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-29,55,Moderate,PM2.5,48-113-0069,19,2012
37344,"Dallas-Fort Worth-Arlington, TX",19100,2012-04-30,52,Moderate,PM2.5,48-439-3011,21,2012
37345,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-01,39,Good,Ozone,48-367-0081,19,2012
37346,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-02,39,Good,PM2.5,48-113-0069,19,2012
37347,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-03,58,Moderate,Ozone,48-121-1032,23,2012
37348,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-04,58,Moderate,Ozone,48-121-0034,20,2012
37349,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-05,60,Moderate,PM2.5,48-257-0005,19,2012
37350,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-06,64,Moderate,Ozone,48-121-0034,20,2012
37351,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-07,93,Moderate,Ozone,48-113-0087,20,2012
37352,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-08,37,Good,Ozone,48-397-0001,19,2012
37353,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-09,112,Unhealthy for Sensitive Groups,Ozone,48-221-0001,23,2012
37354,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-10,93,Moderate,Ozone,48-121-0034,20,2012
37355,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-11,53,Moderate,PM2.5,48-113-0069,20,2012
37356,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-12,43,Good,Ozone,48-221-0001,21,2012
37357,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-13,80,Moderate,Ozone,48-439-3011,20,2012
37358,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-14,93,Moderate,Ozone,48-251-0003,20,2012
37359,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-15,105,Unhealthy for Sensitive Groups,Ozone,48-221-0001,23,2012
37360,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-16,166,Unhealthy,Ozone,48-439-3011,20,2012
37361,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-17,151,Unhealthy,Ozone,48-121-1032,20,2012
37362,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-18,115,Unhealthy for Sensitive Groups,Ozone,48-121-1032,21,2012
37363,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-19,80,Moderate,Ozone,48-257-0005,20,2012
37364,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-20,101,Unhealthy for Sensitive Groups,Ozone,48-121-0034,20,2012
37365,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-21,122,Unhealthy for Sensitive Groups,Ozone,48-251-0003,23,2012
37366,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-22,151,Unhealthy,Ozone,48-085-0005,20,2012
37367,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-23,51,Moderate,Ozone,48-121-1032,20,2012
37368,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-24,50,Good,PM2.5,48-121-0034,20,2012
37369,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-25,53,Moderate,PM2.5,48-121-0034,20,2012
37370,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-26,44,Good,PM2.5,48-121-0034,20,2012
37371,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-27,54,Moderate,PM2.5,48-139-0016,23,2012
37372,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-28,44,Good,Ozone,48-121-1032,20,2012
37373,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-29,67,Moderate,Ozone,48-121-1032,20,2012
37374,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-30,74,Moderate,Ozone,48-367-0081,20,2012
37375,"Dallas-Fort Worth-Arlington, TX",19100,2012-05-31,71,Moderate,Ozone,48-251-0003,19,2012
37376,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-01,119,Unhealthy for Sensitive Groups,Ozone,48-439-3009,19,2012
37377,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-02,61,Moderate,Ozone,48-121-1032,22,2012
37378,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-03,45,Good,PM2.5,48-439-3011,19,2012
37379,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-04,80,Moderate,Ozone,48-121-0034,19,2012
37380,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-05,122,Unhealthy for Sensitive Groups,Ozone,48-439-1002,20,2012
37381,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-06,77,Moderate,Ozone,48-439-3009,19,2012
37382,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-07,52,Moderate,PM2.5,48-113-0069,19,2012
37383,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-08,136,Unhealthy for Sensitive Groups,Ozone,48-367-0081,23,2012
37384,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-09,115,Unhealthy for Sensitive Groups,Ozone,48-121-0034,20,2012
37385,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-10,49,Good,Ozone,48-085-0005,20,2012
37386,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-11,55,Moderate,PM2.5,48-113-0050,21,2012
37387,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-12,64,Moderate,Ozone,48-439-3009,18,2012
37388,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-13,47,Good,PM2.5,48-113-0069,18,2012
37389,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-14,48,Good,PM2.5,48-257-0005,21,2012
37390,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-15,40,Good,PM2.5,48-113-0069,18,2012
37391,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-16,36,Good,Ozone,48-085-0005,17,2012
37392,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-17,44,Good,Ozone,48-257-0005,19,2012
37393,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-18,77,Moderate,Ozone,48-085-0005,17,2012
37394,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-19,32,Good,Ozone,48-085-0005,19,2012
37395,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-20,43,Good,Ozone,48-085-0005,22,2012
37396,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-21,108,Unhealthy for Sensitive Groups,Ozone,48-439-2003,18,2012
37397,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-22,143,Unhealthy for Sensitive Groups,Ozone,48-439-3011,18,2012
37398,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-23,112,Unhealthy for Sensitive Groups,Ozone,48-121-0034,19,2012
37399,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-24,154,Unhealthy,Ozone,48-113-0069,18,2012
37400,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-25,202,Very Unhealthy,Ozone,48-439-3011,19,2012
37401,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-26,205,Very Unhealthy,Ozone,48-439-3011,23,2012
37402,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-27,174,Unhealthy,Ozone,48-121-0034,19,2012
37403,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-28,126,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
37404,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-29,100,Moderate,Ozone,48-121-1032,21,2012
37405,"Dallas-Fort Worth-Arlington, TX",19100,2012-06-30,77,Moderate,Ozone,48-085-0005,20,2012
37406,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-01,43,Good,PM2.5,48-113-0069,20,2012
37407,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-02,82,Moderate,PM2.5,48-113-0069,23,2012
37408,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-03,91,Moderate,PM2.5,48-113-0069,20,2012
37409,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-04,70,Moderate,PM2.5,48-113-0069,20,2012
37410,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-05,60,Moderate,PM2.5,48-113-0069,20,2012
37411,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-06,77,Moderate,Ozone,48-121-0034,19,2012
37412,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-07,77,Moderate,Ozone,48-439-3009,20,2012
37413,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-08,108,Unhealthy for Sensitive Groups,Ozone,48-439-3009,23,2012
37414,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-09,122,Unhealthy for Sensitive Groups,Ozone,48-113-0069,20,2012
37415,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-10,133,Unhealthy for Sensitive Groups,Ozone,48-221-0001,20,2012
37416,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-11,108,Unhealthy for Sensitive Groups,Ozone,48-251-0003,21,2012
37417,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-12,105,Unhealthy for Sensitive Groups,Ozone,48-221-0001,20,2012
37418,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-13,133,Unhealthy for Sensitive Groups,Ozone,48-221-0001,20,2012
37419,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-14,105,Unhealthy for Sensitive Groups,Ozone,48-221-0001,22,2012
37420,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-15,67,Moderate,Ozone,48-367-0081,20,2012
37421,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-16,56,Moderate,PM2.5,48-439-3011,19,2012
37422,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-17,44,Good,PM2.5,48-439-1002,20,2012
37423,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-18,48,Good,Ozone,48-121-1032,20,2012
37424,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-19,71,Moderate,Ozone,48-085-0005,20,2012
37425,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-20,61,Moderate,Ozone,48-113-0087,23,2012
37426,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-21,151,Unhealthy,Ozone,48-397-0001,20,2012
37427,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-22,65,Moderate,PM2.5,48-113-0069,20,2012
37428,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-23,72,Moderate,PM2.5,48-113-0069,21,2012
37429,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-24,44,Good,Ozone,48-121-1032,20,2012
37430,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-25,44,Good,Ozone,48-121-1032,20,2012
37431,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-26,53,Moderate,PM2.5,48-139-0016,23,2012
37432,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-27,77,Moderate,PM2.5,48-113-0069,20,2012
37433,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-28,100,Moderate,Ozone,48-085-0005,20,2012
37434,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-29,101,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
37435,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-30,129,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
37436,"Dallas-Fort Worth-Arlington, TX",19100,2012-07-31,115,Unhealthy for Sensitive Groups,Ozone,48-439-3009,20,2012
37437,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-01,105,Unhealthy for Sensitive Groups,Ozone,48-085-0005,22,2012
37438,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-02,101,Unhealthy for Sensitive Groups,Ozone,48-121-1032,20,2012
37439,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-03,74,Moderate,Ozone,48-121-1032,20,2012
37440,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-04,49,Good,Ozone,48-121-1032,21,2012
37441,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-05,71,Moderate,Ozone,48-439-2003,20,2012
37442,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-06,140,Unhealthy for Sensitive Groups,Ozone,48-113-0075,20,2012
37443,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-07,151,Unhealthy,Ozone,48-113-0075,23,2012
37444,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-08,140,Unhealthy for Sensitive Groups,Ozone,48-439-3011,20,2012
37445,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-09,204,Very Unhealthy,Ozone,48-397-0001,20,2012
37446,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-10,140,Unhealthy for Sensitive Groups,Ozone,48-251-0003,21,2012
37447,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-11,161,Unhealthy,Ozone,48-367-0081,20,2012
37448,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-12,71,Moderate,Ozone,48-085-0005,20,2012
37449,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-13,143,Unhealthy for Sensitive Groups,Ozone,48-251-0003,22,2012
37450,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-14,133,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
37451,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-15,56,Moderate,PM2.5,48-257-0005,19,2012
37452,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-16,79,Moderate,PM2.5,48-113-0069,21,2012
37453,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-17,80,Moderate,Ozone,48-085-0005,20,2012
37454,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-18,47,Good,Ozone,48-121-0034,20,2012
37455,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-19,74,Moderate,Ozone,48-251-0003,23,2012
37456,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-20,143,Unhealthy for Sensitive Groups,Ozone,48-251-0003,20,2012
37457,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-21,71,Moderate,Ozone,48-085-0005,20,2012
37458,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-22,129,Unhealthy for Sensitive Groups,Ozone,48-121-0034,21,2012
37459,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-23,101,Unhealthy for Sensitive Groups,Ozone,48-121-0034,19,2012
37460,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-24,54,Moderate,Ozone,48-121-0034,20,2012
37461,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-25,67,Moderate,PM2.5,48-139-0016,23,2012
37462,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-26,50,Good,PM2.5,48-439-3011,19,2012
37463,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-27,67,Moderate,Ozone,48-251-0003,19,2012
37464,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-28,67,Moderate,Ozone,48-251-0003,20,2012
37465,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-29,97,Moderate,Ozone,48-251-0003,19,2012
37466,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-30,51,Moderate,Ozone,48-367-0081,19,2012
37467,"Dallas-Fort Worth-Arlington, TX",19100,2012-08-31,136,Unhealthy for Sensitive Groups,Ozone,48-231-1006,22,2012
37468,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-01,74,Moderate,Ozone,48-085-0005,20,2012
37469,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-02,44,Good,Ozone,48-085-0005,20,2012
37470,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-03,57,Moderate,PM2.5,48-439-1002,21,2012
37471,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-04,61,Moderate,Ozone,48-085-0005,20,2012
37472,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-05,87,Moderate,Ozone,48-121-1032,20,2012
37473,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-06,159,Unhealthy,Ozone,48-121-0034,23,2012
37474,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-07,105,Unhealthy for Sensitive Groups,Ozone,48-121-1032,20,2012
37475,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-08,48,Good,Ozone,48-367-0081,20,2012
37476,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-09,90,Moderate,Ozone,48-251-0003,21,2012
37477,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-10,129,Unhealthy for Sensitive Groups,Ozone,48-121-1032,20,2012
37478,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-11,112,Unhealthy for Sensitive Groups,Ozone,48-121-0034,20,2012
37479,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-12,105,Unhealthy for Sensitive Groups,Ozone,48-439-3009,23,2012
37480,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-13,50,Good,PM2.5,48-113-0069,19,2012
37481,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-14,44,Good,PM2.5,48-113-0069,19,2012
37482,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-15,44,Good,Ozone,48-257-0005,21,2012
37483,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-16,35,Good,Ozone,48-121-1032,20,2012
37484,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-17,46,Good,Ozone,48-139-0016,20,2012
37485,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-18,48,Good,Ozone,48-139-1044,23,2012
37486,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-19,71,Moderate,Ozone,48-085-0005,20,2012
37487,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-20,129,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
37488,"Dallas-Fort Worth-Arlington, TX",19100,2012-09-21,140,Unhealthy for Sensitive Groups,Ozone,48-085-0005,20,2012
